account_id,contract_tier,contract_duration_months,tenure_months,monthly_recurring_revenue,licensed_seats,active_users_last_30d,seat_utilization_ratio,login_frequency_last_30d,login_decay_ratio,feature_adoption_score,support_tickets_last_90d,p1_tickets_last_30d,ticket_escalation_velocity,csm_touchpoints_last_90d,billing_overdue_days,nps_score,churn
ACC-10735,SMB,12,7,678.18,19,13,0.6842,14.85,2.0047,0.8603,3,0,0.0001,1,0,29.0,0
ACC-10736,Mid-Market,24,28,4360.8,49,37,0.7551,17.48,1.1004,0.5374,6,2,2.9999,9,0,-14.0,1
ACC-10737,SMB,12,10,758.48,27,24,0.8889,10.58,1.4413,0.7287,2,0,0.0001,4,0,-13.0,0
ACC-10738,Mid-Market,12,6,2807.27,110,91,0.8273,31.55,0.664,0.8344,0,0,1.0,3,0,,0
ACC-10739,Mid-Market,12,28,5015.05,65,31,0.4769,10.25,0.9017,0.5063,3,0,0.0001,6,0,5.0,0
ACC-10740,Mid-Market,12,17,4070.07,63,49,0.7778,6.5,0.844,0.7575,3,0,0.0001,5,0,20.0,0
ACC-10741,Mid-Market,24,14,8884.33,42,38,0.9048,26.37,1.1281,0.7651,5,0,0.0001,3,0,,0
ACC-10742,SMB,12,25,2257.55,16,14,0.875,13.3,0.9812,0.5763,3,1,2.9998,2,0,41.0,0
ACC-10743,Mid-Market,12,14,7968.39,145,95,0.6552,5.64,0.6528,0.765,4,0,0.0001,4,0,,0
ACC-10744,Mid-Market,12,23,4164.54,103,96,0.932,17.91,1.546,0.768,3,0,0.0001,3,4,17.0,0
ACC-10745,SMB,24,12,2359.34,31,15,0.4839,16.36,0.5878,0.7624,4,0,0.0001,6,0,40.0,0
ACC-10746,Mid-Market,24,34,5143.58,65,33,0.5077,19.49,0.9999,0.7513,6,0,0.0,2,0,,0
ACC-10747,Mid-Market,24,11,6582.99,133,100,0.7519,2.26,2.0935,0.7008,4,0,0.0001,4,0,28.0,0
ACC-10748,SMB,12,23,2158.71,32,20,0.625,7.9,1.1777,0.6964,1,2,17.9949,3,0,36.0,1
ACC-10749,Mid-Market,12,30,4532.29,74,45,0.6081,13.39,1.1131,0.4725,2,1,4.4995,5,0,,0
ACC-10750,Enterprise,12,2,36554.84,335,261,0.7791,23.14,1.1018,0.8963,3,0,0.0001,2,0,68.0,0
ACC-10751,SMB,24,22,1652.88,32,28,0.875,10.73,0.9709,0.5276,1,0,0.0003,5,0,15.0,0
ACC-10752,Mid-Market,24,11,3199.08,128,113,0.8828,23.44,1.0294,0.6954,0,0,1.0,3,20,,0
ACC-10753,Mid-Market,24,24,3318.13,76,52,0.6842,15.46,1.2705,0.6209,4,1,2.2499,3,0,,0
ACC-10754,Enterprise,12,19,12152.22,147,132,0.898,12.82,0.861,0.4384,3,0,0.0001,6,0,2.0,0
ACC-10755,SMB,24,22,637.28,26,21,0.8077,12.99,0.6583,0.4478,6,0,0.0,4,0,7.0,0
ACC-10756,Mid-Market,12,16,9542.56,142,75,0.5282,3.79,1.0774,0.4372,4,2,4.4997,5,0,28.0,1
ACC-10757,Mid-Market,24,31,6953.14,34,27,0.7941,12.69,1.0033,0.5297,4,0,0.0001,6,0,21.0,0
ACC-10758,SMB,12,7,1548.18,24,19,0.7917,20.66,0.7925,0.6617,6,0,0.0,2,0,35.0,0
ACC-10759,SMB,24,30,1453.77,9,5,0.5556,11.99,0.992,0.6542,3,1,2.9998,3,0,63.0,0
ACC-10760,Enterprise,12,12,28570.95,858,483,0.5629,13.62,0.9089,0.6345,3,0,0.0001,4,0,46.0,0
ACC-10761,Mid-Market,12,5,9424.76,65,39,0.6,10.13,0.996,0.8682,2,0,0.0001,4,0,,0
ACC-10762,Mid-Market,24,17,6968.55,133,98,0.7368,8.87,0.8809,0.8737,6,0,0.0,3,0,5.0,0
ACC-10763,SMB,12,11,864.98,8,7,0.875,17.44,0.7017,0.5653,1,0,0.0003,6,0,,0
ACC-10764,Enterprise,24,21,10507.95,580,337,0.581,12.67,0.6411,0.7589,5,0,0.0001,5,0,72.0,0
ACC-10765,Mid-Market,24,23,7411.98,122,84,0.6885,17.21,1.1013,0.5442,4,0,0.0001,5,0,,0
ACC-10766,SMB,24,15,1835.86,15,7,0.4667,22.89,0.8029,0.6148,1,0,0.0003,6,0,16.0,0
ACC-10767,SMB,12,22,938.84,28,18,0.6429,22.93,0.8145,0.6102,2,0,0.0001,7,0,,0
ACC-10768,Mid-Market,12,20,8849.67,114,84,0.7368,14.79,1.2318,0.8186,7,0,0.0,5,0,,0
ACC-10769,SMB,24,17,1677.26,23,15,0.6522,6.98,0.7112,0.7744,4,0,0.0001,6,0,,0
ACC-10770,Enterprise,12,15,14575.69,754,602,0.7984,14.46,0.9555,0.5625,1,1,8.9976,2,0,21.0,0
ACC-10771,SMB,24,13,1849.04,21,15,0.7143,21.35,1.0653,0.6114,5,0,0.0001,4,0,-4.0,0
ACC-10772,Enterprise,12,41,34786.28,866,798,0.9215,9.74,0.9895,0.8973,6,0,0.0,5,0,,0
ACC-10773,Mid-Market,12,17,3579.12,58,29,0.5,3.69,1.3052,0.5273,1,0,0.0003,1,0,,0
ACC-10774,SMB,12,20,1608.45,5,3,0.6,11.77,0.8057,0.8035,3,0,0.0001,5,0,44.0,0
ACC-10775,Enterprise,12,24,10536.31,791,488,0.6169,23.51,3.4664,0.6426,5,0,0.0001,7,0,61.0,0
ACC-10776,Mid-Market,12,14,8815.54,119,96,0.8067,24.44,0.9159,0.5587,1,0,0.0003,5,0,-3.0,0
ACC-10777,SMB,24,21,1655.61,13,10,0.7692,12.63,0.8389,0.7099,2,1,4.4995,2,0,50.0,0
ACC-10778,SMB,24,39,1227.92,11,10,0.9091,14.78,0.765,0.6384,3,0,0.0001,3,0,-13.0,0
ACC-10779,Mid-Market,12,11,5064.84,129,95,0.7364,14.77,0.8186,0.5995,1,0,0.0003,2,0,68.0,0
ACC-10780,SMB,36,39,901.18,15,9,0.6,18.23,0.809,0.6816,5,0,0.0001,0,0,97.0,0
ACC-10781,Mid-Market,12,25,6802.49,77,43,0.5584,44.57,1.006,0.7302,5,0,0.0001,4,0,,0
ACC-10782,Mid-Market,36,12,9797.47,93,63,0.6774,8.6,1.2191,0.7149,2,0,0.0001,8,0,,0
ACC-10783,Mid-Market,24,11,9698.2,148,96,0.6486,4.51,0.8525,0.3071,1,0,0.0003,4,0,78.0,0
ACC-10784,Enterprise,24,39,29842.7,847,677,0.7993,11.55,1.1343,0.8737,1,0,0.0003,5,0,,0
ACC-10785,SMB,12,28,1355.83,15,11,0.7333,19.65,0.6729,0.7876,2,1,4.4995,4,0,,0
ACC-10786,Mid-Market,12,16,6223.87,71,57,0.8028,2.96,1.1476,0.7678,2,0,0.0001,3,0,29.0,0
ACC-10787,Mid-Market,12,13,2380.09,121,114,0.9421,10.9,0.9922,0.7169,1,1,8.9976,6,0,-31.0,0
ACC-10788,Mid-Market,24,12,3011.35,54,40,0.7407,10.24,1.3212,0.2567,1,0,0.0003,3,0,44.0,0
ACC-10789,SMB,12,15,2173.23,32,25,0.7812,22.36,0.727,0.6572,3,0,0.0001,3,0,,0
ACC-10790,Enterprise,24,16,38345.44,761,656,0.862,10.64,0.7775,0.5124,3,1,2.9998,2,12,11.0,0
ACC-10791,Mid-Market,12,19,2623.48,82,56,0.6829,5.63,0.9171,0.6028,1,0,0.0003,5,0,13.0,0
ACC-10792,Mid-Market,24,10,9601.97,84,62,0.7381,14.68,1.3365,0.5624,2,0,0.0001,6,0,,0
ACC-10793,Mid-Market,12,12,4213.8,100,86,0.86,15.77,1.0901,0.595,7,1,1.2857,4,0,49.0,0
ACC-10794,Enterprise,12,15,33494.3,875,662,0.7566,8.56,0.9207,0.4552,3,0,0.0001,2,0,11.0,0
ACC-10795,SMB,12,47,2394.02,31,13,0.4194,7.64,0.9492,0.5896,8,0,0.0,2,0,52.0,0
ACC-10796,SMB,12,20,590.12,14,7,0.5,15.27,1.359,0.7443,9,1,1.0,7,0,,0
ACC-10797,Mid-Market,12,8,9930.66,91,77,0.8462,3.77,2.4972,0.4618,3,2,5.9995,0,0,100.0,1
ACC-10798,SMB,24,10,1699.54,5,4,0.8,9.91,0.953,0.4801,1,1,8.9976,3,0,,0
ACC-10799,SMB,12,39,2258.25,5,5,1.0,14.42,0.9547,0.7347,5,0,0.0001,2,0,8.0,0
ACC-10800,SMB,12,32,770.65,12,10,0.8333,11.9,0.9608,0.7289,4,0,0.0001,4,0,7.0,0
ACC-10801,Enterprise,24,14,35495.2,872,686,0.7867,25.38,0.8735,0.8366,2,0,0.0001,3,0,,0
ACC-10802,Mid-Market,12,22,3126.92,67,55,0.8209,15.1,0.871,0.6453,2,0,0.0001,6,0,3.0,0
ACC-10803,Mid-Market,36,21,3002.27,58,47,0.8103,30.97,0.8141,0.6466,7,1,1.2857,2,28,55.0,0
ACC-10804,Mid-Market,36,17,7865.06,65,51,0.7846,29.47,1.2603,0.5339,8,0,0.0,3,0,14.0,0
ACC-10805,SMB,12,11,1432.98,22,21,0.9545,5.31,1.3153,0.9246,3,0,0.0001,4,0,17.0,0
ACC-10806,SMB,12,6,1200.84,14,11,0.7857,12.19,0.7095,0.5233,1,0,0.0003,2,0,,0
ACC-10807,SMB,12,27,1595.08,26,17,0.6538,30.14,0.7917,0.8411,1,2,17.9949,6,0,,1
ACC-10808,Mid-Market,24,21,3955.77,100,87,0.87,22.89,0.8438,0.6779,3,0,0.0001,0,0,10.0,0
ACC-10809,Enterprise,24,11,10553.7,220,208,0.9455,11.07,0.878,0.5447,9,0,0.0,4,0,25.0,0
ACC-10810,SMB,24,31,1425.99,26,22,0.8462,6.52,0.763,0.5962,2,0,0.0001,6,8,-0.0,0
ACC-10811,SMB,24,38,460.31,21,18,0.8571,17.2,0.6612,0.7167,5,0,0.0001,3,0,67.0,0
ACC-10812,Enterprise,12,19,35294.67,207,116,0.5604,21.63,0.7671,0.4188,1,0,0.0003,5,0,,0
ACC-10813,SMB,24,17,1218.22,20,11,0.55,24.73,0.979,0.7943,5,0,0.0001,5,0,,0
ACC-10814,SMB,24,7,1518.08,24,19,0.7917,9.2,1.4404,0.5546,0,0,1.0,2,0,,0
ACC-10815,Mid-Market,24,15,3645.18,33,29,0.8788,16.25,1.214,0.8475,5,0,0.0001,6,0,34.0,0
ACC-10816,Mid-Market,24,9,4652.87,49,40,0.8163,14.28,1.0399,0.6996,6,1,1.5,1,0,3.0,0
ACC-10817,Mid-Market,24,16,2130.88,78,71,0.9103,17.96,0.7537,0.7488,0,0,1.0,4,0,,0
ACC-10818,Enterprise,12,29,18709.88,614,582,0.9479,27.84,0.8886,0.8072,5,0,0.0001,2,0,39.0,0
ACC-10819,Mid-Market,12,24,6414.1,65,54,0.8308,11.3,0.8177,0.605,6,0,0.0,4,0,43.0,0
ACC-10820,SMB,12,31,1412.78,23,15,0.6522,6.37,0.8853,0.7289,1,1,8.9976,4,0,10.0,0
ACC-10821,Enterprise,12,15,18448.25,627,422,0.673,8.52,0.718,0.7187,4,1,2.2499,2,0,46.0,0
ACC-10822,Mid-Market,36,8,8597.43,75,39,0.52,9.65,0.859,0.6981,4,0,0.0001,6,0,,0
ACC-10823,Mid-Market,12,14,9671.23,127,64,0.5039,8.93,0.8044,0.8396,0,0,1.0,4,0,34.0,0
ACC-10824,Mid-Market,24,19,4648.32,68,41,0.6029,34.23,0.659,0.6437,3,0,0.0001,2,0,65.0,0
ACC-10825,SMB,12,32,1434.52,33,29,0.8788,15.47,0.984,0.5903,1,2,17.9949,4,0,95.0,1
ACC-10826,Mid-Market,12,26,4714.69,114,92,0.807,22.89,0.842,0.7861,2,1,4.4995,4,0,57.0,0
ACC-10827,Mid-Market,36,6,4862.85,123,84,0.6829,34.9,0.9767,0.5731,4,0,0.0001,5,0,84.0,0
ACC-10828,SMB,24,19,1090.04,30,22,0.7333,10.41,1.2916,0.9387,3,1,2.9998,2,0,31.0,0
ACC-10829,Mid-Market,12,29,4571.47,142,110,0.7746,15.82,0.9574,0.7581,5,0,0.0001,4,0,-11.0,0
ACC-10830,Mid-Market,12,33,7030.27,136,107,0.7868,23.08,0.7262,0.7864,6,0,0.0,4,0,80.0,0
ACC-10831,Mid-Market,12,30,8311.1,90,42,0.4667,24.04,1.5291,0.5983,5,0,0.0001,5,0,7.0,0
ACC-10832,Enterprise,12,11,39632.06,773,711,0.9198,16.52,0.8463,0.4737,3,0,0.0001,6,0,35.0,0
ACC-10833,Enterprise,12,12,28114.66,144,135,0.9375,13.1,0.9767,0.5159,0,1,30001.0,3,0,41.0,0
ACC-10834,Mid-Market,12,41,6390.41,38,27,0.7105,10.74,0.9265,0.4696,6,0,0.0,5,8,32.0,0
ACC-10835,Mid-Market,36,13,4041.49,148,76,0.5135,26.75,0.8539,0.7951,3,1,2.9998,8,0,48.0,0
ACC-10836,SMB,24,38,1358.84,18,10,0.5556,25.19,0.9592,0.6489,4,2,4.4997,5,0,11.0,1
ACC-10837,Mid-Market,24,10,7597.11,40,31,0.775,12.66,1.0033,0.8015,4,0,0.0001,2,0,32.0,0
ACC-10838,Mid-Market,24,16,5528.7,139,117,0.8417,13.7,0.8081,0.9269,4,1,2.2499,6,0,71.0,0
ACC-10839,Mid-Market,12,5,5194.68,72,59,0.8194,9.51,0.8955,0.6025,2,0,0.0001,6,0,,0
ACC-10840,Enterprise,24,15,11319.63,736,522,0.7092,4.32,1.27,0.6865,4,1,2.2499,5,0,-5.0,0
ACC-10841,SMB,12,10,714.26,25,23,0.92,10.59,0.795,0.7522,1,2,17.9949,7,0,21.0,1
ACC-10842,Enterprise,24,24,20833.89,514,259,0.5039,11.34,1.1306,0.5023,6,0,0.0,4,0,,0
ACC-10843,SMB,12,24,1104.56,29,5,0.1724,15.48,0.5674,0.4871,8,1,1.125,3,0,47.0,0
ACC-10844,Enterprise,12,21,9480.25,533,272,0.5103,11.8,1.0879,0.5052,4,1,2.2499,4,0,,0
ACC-10845,Mid-Market,24,11,2472.31,59,49,0.8305,15.6,1.45,0.656,5,0,0.0001,4,0,,0
ACC-10846,Enterprise,24,31,24841.16,408,382,0.9363,11.8,1.4013,0.5893,4,0,0.0001,6,0,21.0,0
ACC-10847,SMB,24,17,1012.17,12,9,0.75,22.86,0.6724,0.7374,2,0,0.0001,6,0,,0
ACC-10848,Mid-Market,36,25,5118.34,30,24,0.8,10.77,1.1662,0.7143,2,0,0.0001,0,0,99.0,0
ACC-10849,Mid-Market,12,30,4475.49,37,25,0.6757,10.86,0.8114,0.6232,1,0,0.0003,0,4,51.0,0
ACC-10850,Enterprise,12,18,14626.3,132,111,0.8409,6.08,0.7549,0.876,1,1,8.9976,3,0,22.0,0
ACC-10851,SMB,12,7,1228.28,22,14,0.6364,11.81,0.8234,0.6361,4,0,0.0001,8,0,55.0,0
ACC-10852,Mid-Market,24,20,9584.99,138,127,0.9203,16.55,0.8599,0.8615,1,1,8.9976,4,0,42.0,0
ACC-10853,SMB,24,15,496.45,24,19,0.7917,15.8,0.7483,0.7699,0,0,1.0,5,0,-1.0,0
ACC-10854,Mid-Market,12,10,7763.15,99,73,0.7374,5.17,0.7908,0.6887,4,0,0.0001,4,0,,0
ACC-10855,Enterprise,24,35,38651.92,790,646,0.8177,4.01,0.7859,0.9089,1,0,0.0003,6,0,,0
ACC-10856,Enterprise,24,14,42819.11,857,775,0.9043,33.43,0.9429,0.6346,3,1,2.9998,4,16,30.0,1
ACC-10857,Mid-Market,12,23,9402.86,132,113,0.8561,8.07,1.0005,0.5628,3,0,0.0001,5,0,18.0,0
ACC-10858,Mid-Market,24,26,6557.93,46,36,0.7826,20.37,1.0149,0.7586,4,0,0.0001,5,0,18.0,0
ACC-10859,Enterprise,24,20,14327.13,122,80,0.6557,7.15,1.7634,0.5276,3,0,0.0001,2,16,64.0,0
ACC-10860,SMB,36,13,1911.89,6,4,0.6667,11.35,0.8278,0.5563,5,0,0.0001,1,0,68.0,0
ACC-10861,Mid-Market,12,7,6437.5,69,57,0.8261,2.23,0.9053,0.7637,1,0,0.0003,4,4,,0
ACC-10862,Mid-Market,12,21,2481.64,72,50,0.6944,19.21,1.2288,0.9686,5,0,0.0001,3,0,,0
ACC-10863,Mid-Market,12,14,8346.2,51,41,0.8039,10.64,0.675,0.4612,5,1,1.8,4,0,40.0,0
ACC-10864,Mid-Market,12,41,8368.79,91,69,0.7582,27.54,1.5138,0.5918,3,0,0.0001,6,28,32.0,0
ACC-10865,Mid-Market,36,12,7977.05,108,62,0.5741,36.52,1.2053,0.7839,4,2,4.4997,3,0,36.0,1
ACC-10866,Enterprise,12,5,11544.0,761,346,0.4547,13.06,0.7012,0.6942,1,1,8.9976,4,0,,0
ACC-10867,Enterprise,24,9,32026.6,834,479,0.5743,9.22,0.7606,0.6418,0,1,30001.0,1,0,78.0,0
ACC-10868,SMB,12,30,454.35,11,10,0.9091,32.68,0.9484,0.5952,7,0,0.0,8,0,,0
ACC-10869,SMB,12,26,2231.98,6,3,0.5,11.81,0.8216,0.7,5,1,1.8,2,0,-5.0,0
ACC-10870,Mid-Market,12,35,6673.91,31,25,0.8065,8.27,0.7409,0.7107,5,1,1.8,2,0,27.0,0
ACC-10871,Mid-Market,24,15,4188.86,74,46,0.6216,10.31,0.7481,0.7201,3,0,0.0001,4,0,13.0,0
ACC-10872,Mid-Market,24,25,3424.07,145,99,0.6828,11.09,0.8531,0.6369,0,0,1.0,7,0,,0
ACC-10873,Mid-Market,12,19,5017.29,70,39,0.5571,7.48,1.2007,0.7242,3,0,0.0001,4,0,,0
ACC-10874,Enterprise,36,12,28757.18,354,319,0.9011,9.27,1.1147,0.6794,2,0,0.0001,1,0,33.0,0
ACC-10875,Enterprise,12,17,29266.24,848,769,0.9068,8.73,1.3012,0.7291,4,0,0.0001,6,0,44.0,0
ACC-10876,SMB,12,14,1429.07,6,3,0.5,1.69,1.1991,0.8229,2,1,4.4995,5,0,64.0,0
ACC-10877,SMB,12,34,2072.76,9,6,0.6667,8.94,0.8521,0.7241,1,1,8.9976,7,0,,0
ACC-10878,Enterprise,12,12,39963.13,103,75,0.7282,22.12,0.8285,0.8367,3,2,5.9995,4,0,,1
ACC-10879,Mid-Market,36,37,5153.71,55,47,0.8545,11.65,1.2701,0.7907,3,0,0.0001,4,0,11.0,0
ACC-10880,Mid-Market,12,12,2767.28,66,40,0.6061,10.89,1.2395,0.7018,1,0,0.0003,1,0,100.0,0
ACC-10881,SMB,12,14,1587.87,14,12,0.8571,10.98,1.2609,0.8513,3,1,2.9998,10,0,25.0,0
ACC-10882,Enterprise,12,18,19470.09,584,440,0.7534,13.03,1.0492,0.631,5,0,0.0001,3,12,,0
ACC-10883,Enterprise,24,11,32846.09,830,544,0.6554,10.61,1.3399,0.9683,8,1,1.125,5,0,,0
ACC-10884,SMB,12,18,878.61,15,11,0.7333,13.24,0.8745,0.7576,2,0,0.0001,5,0,,0
ACC-10885,Enterprise,24,19,43147.87,438,258,0.589,17.89,1.1431,0.2669,6,0,0.0,3,0,69.0,0
ACC-10886,SMB,12,33,2058.76,27,22,0.8148,7.01,1.0533,0.8025,4,0,0.0001,3,0,48.0,0
ACC-10887,Mid-Market,12,5,8492.9,105,65,0.619,19.65,0.8842,0.6995,3,1,2.9998,4,12,-16.0,0
ACC-10888,Enterprise,24,12,20062.43,665,471,0.7083,10.13,0.9618,0.7886,3,0,0.0001,5,0,60.0,0
ACC-10889,Mid-Market,12,40,6453.99,54,39,0.7222,11.79,1.3489,0.7948,1,1,8.9976,5,4,,0
ACC-10890,SMB,24,14,1775.29,25,15,0.6,16.93,1.1004,0.7693,4,1,2.2499,2,0,42.0,0
ACC-10891,SMB,12,14,1855.63,33,29,0.8788,7.88,2.321,0.4853,3,1,2.9998,4,0,1.0,0
ACC-10892,SMB,24,11,1753.94,29,23,0.7931,20.62,0.9497,0.6245,4,0,0.0001,7,0,35.0,0
ACC-10893,Mid-Market,12,24,5943.59,105,61,0.581,15.96,0.9409,0.3473,1,0,0.0003,3,8,44.0,0
ACC-10894,SMB,24,7,1160.13,27,13,0.4815,7.52,1.023,0.6907,1,0,0.0003,5,0,78.0,0
ACC-10895,Mid-Market,12,21,4728.79,34,25,0.7353,13.13,1.0313,0.8958,2,1,4.4995,2,0,81.0,0
ACC-10896,Mid-Market,12,43,7279.87,64,54,0.8438,5.76,1.1366,0.5792,5,1,1.8,3,8,29.0,0
ACC-10897,SMB,12,6,736.71,28,16,0.5714,31.44,0.7567,0.4489,5,0,0.0001,5,0,25.0,0
ACC-10898,Enterprise,12,25,26279.85,662,565,0.8535,11.07,1.4021,0.4908,3,0,0.0001,5,0,37.0,0
ACC-10899,Enterprise,12,8,16207.32,125,94,0.752,23.22,0.6733,0.6826,5,0,0.0001,3,0,57.0,0
ACC-10900,Mid-Market,12,21,8700.91,53,36,0.6792,15.02,1.2724,0.7166,2,0,0.0001,3,0,95.0,0
ACC-10901,Enterprise,24,20,32479.03,827,675,0.8162,19.67,1.0129,0.7226,5,1,1.8,1,4,,0
ACC-10902,Enterprise,24,25,44304.73,836,542,0.6483,15.15,0.9767,0.461,3,0,0.0001,10,0,41.0,0
ACC-10903,Mid-Market,24,13,6564.09,120,103,0.8583,22.51,0.7281,0.39,4,1,2.2499,4,0,24.0,0
ACC-10904,Mid-Market,24,13,6501.22,100,80,0.8,16.82,0.9074,0.4393,3,0,0.0001,5,0,11.0,0
ACC-10905,SMB,12,26,1170.39,30,23,0.7667,27.56,1.2518,0.7314,4,0,0.0001,6,0,13.0,0
ACC-10906,SMB,12,13,1943.25,13,8,0.6154,16.31,1.1851,0.88,4,0,0.0001,7,0,55.0,0
ACC-10907,Mid-Market,12,27,7353.14,62,43,0.6935,13.22,0.7434,0.7818,7,0,0.0,2,0,59.0,0
ACC-10908,Mid-Market,24,4,9139.37,71,57,0.8028,10.68,0.7634,0.5821,6,0,0.0,12,0,21.0,0
ACC-10909,Mid-Market,12,20,7970.09,87,63,0.7241,15.17,0.9509,0.4576,2,0,0.0001,3,0,48.0,0
ACC-10910,Mid-Market,12,27,3655.23,47,29,0.617,20.73,0.8265,0.9527,4,1,2.2499,9,0,24.0,0
ACC-10911,Mid-Market,24,15,3776.77,147,112,0.7619,20.28,0.9965,0.847,2,0,0.0001,5,0,57.0,0
ACC-10912,Mid-Market,12,34,3992.1,73,68,0.9315,10.33,0.9802,0.7986,5,3,5.3997,1,0,59.0,1
ACC-10913,Mid-Market,24,13,8643.5,79,61,0.7722,15.35,1.6084,0.4742,1,0,0.0003,7,0,,0
ACC-10914,Mid-Market,24,19,9133.89,90,78,0.8667,4.45,1.1586,0.6225,6,0,0.0,2,0,69.0,0
ACC-10915,Mid-Market,12,29,8460.23,84,39,0.4643,15.59,0.7592,0.759,1,0,0.0003,5,0,62.0,0
ACC-10916,Mid-Market,12,9,6455.43,98,84,0.8571,18.54,0.7311,0.687,2,1,4.4995,7,0,36.0,0
ACC-10917,SMB,12,30,2453.95,6,5,0.8333,28.62,1.3637,0.8638,2,0,0.0001,7,0,54.0,0
ACC-10918,SMB,24,21,447.09,31,19,0.6129,13.49,1.8232,0.87,6,1,1.5,3,0,,0
ACC-10919,Enterprise,12,11,35874.02,693,372,0.5368,5.82,0.9761,0.8118,5,0,0.0001,2,0,,0
ACC-10920,SMB,24,17,680.03,5,4,0.8,9.26,1.645,0.4517,2,0,0.0001,2,0,27.0,0
ACC-10921,Mid-Market,24,10,2891.51,46,44,0.9565,14.85,0.9948,0.753,4,0,0.0001,3,0,41.0,0
ACC-10922,SMB,12,23,1664.43,27,22,0.8148,16.39,0.7579,0.8691,6,0,0.0,6,0,59.0,0
ACC-10923,SMB,12,15,689.47,9,7,0.7778,8.46,1.0772,0.8241,5,0,0.0001,1,0,75.0,0
ACC-10924,Mid-Market,24,14,7385.05,85,56,0.6588,9.71,2.1042,0.3545,2,2,8.9988,6,0,,1
ACC-10925,Enterprise,12,24,8885.76,128,67,0.5234,6.65,0.7108,0.6364,2,0,0.0001,2,0,25.0,0
ACC-10926,Mid-Market,24,15,6992.82,99,51,0.5152,10.74,0.7612,0.6119,1,2,17.9949,4,0,,1
ACC-10927,Mid-Market,12,17,2096.3,90,69,0.7667,17.67,1.1834,0.8828,6,1,1.5,5,0,28.0,0
ACC-10928,Mid-Market,24,17,6484.08,131,92,0.7023,11.52,1.0683,0.5944,1,1,8.9976,2,0,,0
ACC-10929,Mid-Market,24,4,6513.9,81,31,0.3827,2.0,0.8215,0.566,3,0,0.0001,4,0,97.0,0
ACC-10930,Enterprise,24,7,27241.99,878,783,0.8918,20.32,0.9685,0.8576,4,0,0.0001,6,0,,0
ACC-10931,SMB,12,12,1397.66,15,12,0.8,8.12,0.7642,0.8423,8,1,1.125,2,12,89.0,0
ACC-10932,SMB,12,12,1530.29,7,4,0.5714,7.6,1.2053,0.6901,3,0,0.0001,4,0,58.0,0
ACC-10933,Mid-Market,24,4,3559.34,101,89,0.8812,17.79,0.7937,0.8424,7,1,1.2857,0,0,30.0,0
ACC-10934,Enterprise,12,17,13425.81,664,517,0.7786,8.64,1.2115,0.5139,3,0,0.0001,5,0,,0
ACC-10935,Mid-Market,12,16,4879.21,82,50,0.6098,18.82,0.7511,0.8902,4,1,2.2499,8,8,61.0,0
ACC-10936,Enterprise,36,18,32473.55,139,78,0.5612,7.93,0.8578,0.6402,2,0,0.0001,7,0,57.0,0
ACC-10937,SMB,12,14,1131.11,10,7,0.7,15.14,0.6397,0.5581,8,0,0.0,6,0,49.0,0
ACC-10938,Enterprise,12,36,19357.43,800,608,0.76,17.79,1.2201,0.832,8,0,0.0,6,0,57.0,0
ACC-10939,Mid-Market,12,22,4609.31,69,42,0.6087,17.55,0.7847,0.696,8,1,1.125,3,0,28.0,0
ACC-10940,Mid-Market,24,39,8510.47,31,26,0.8387,10.08,1.6201,0.5776,1,0,0.0003,0,0,55.0,0
ACC-10941,Mid-Market,24,9,6035.89,88,73,0.8295,17.3,0.8716,0.7385,3,0,0.0001,4,0,-9.0,0
ACC-10942,SMB,12,14,788.72,6,6,1.0,8.57,0.7915,0.5983,4,0,0.0001,5,0,,0
ACC-10943,SMB,12,12,1702.64,13,12,0.9231,8.25,0.8263,0.7571,4,1,2.2499,7,0,33.0,0
ACC-10944,Mid-Market,12,6,5457.66,105,79,0.7524,12.02,0.7671,0.7359,3,3,8.9992,4,0,-1.0,1
ACC-10945,Enterprise,24,15,27835.08,929,677,0.7287,16.39,0.9247,0.6948,4,1,2.2499,4,0,35.0,0
ACC-10946,Enterprise,12,4,24522.21,630,504,0.8,13.91,1.1651,0.853,2,0,0.0001,5,0,80.0,0
ACC-10947,SMB,36,23,2112.64,31,25,0.8065,32.64,1.1159,0.7722,2,1,4.4995,4,0,72.0,0
ACC-10948,SMB,12,32,1995.19,30,24,0.8,14.9,0.892,0.7206,1,0,0.0003,1,0,,0
ACC-10949,Mid-Market,36,15,7571.97,105,81,0.7714,14.2,1.414,0.3277,6,0,0.0,6,0,28.0,0
ACC-10950,Mid-Market,12,18,7731.72,124,110,0.8871,3.88,1.2231,0.6511,2,0,0.0001,3,0,,0
ACC-10951,SMB,24,32,557.94,28,23,0.8214,35.07,0.7286,0.6668,6,0,0.0,8,0,32.0,0
ACC-10952,Enterprise,12,10,12592.13,231,218,0.9437,16.99,0.9525,0.5654,3,0,0.0001,7,0,59.0,0
ACC-10953,SMB,12,6,926.06,19,12,0.6316,17.27,2.5219,0.8866,6,2,2.9999,6,0,79.0,0
ACC-10954,Mid-Market,24,4,2686.53,84,38,0.4524,16.01,0.9234,0.6091,3,1,2.9998,2,0,-11.0,0
ACC-10955,Mid-Market,24,10,3312.72,60,27,0.45,9.36,1.138,0.4295,6,0,0.0,5,0,41.0,0
